siren,nom_complet,nom_raison_sociale,sigle,nombre_etablissements,nombre_etablissements_ouverts,code_postal,libelle_commune,departement,region,adresse,latitude,longitude,date_creation,etat_administratif,tranche_effectif_salarie,caractere_employeur,categorie_entreprise,nature_juridique
983624032,LANS ASSURANCE,LANS ASSURANCE,,2,2,75014,PARIS,75,11,126 RUE D'ALESIA 75014 PARIS,48.8300589636028,2.3208506211519,2024-01-16,A,NN,,,5499
104022223,GAMEL-BERDOU,GAMEL-BERDOU,,2,2,31390,CARBONNE,31,76,38 RUE JEAN JAURES 31390 CARBONNE,43.2954279125261,1.22539492777382,2026-04-01,A,NN,,,2310
804135804,SABRYA FERRE (KERKAB),,,4,2,34130,MAUGUIO,34,76,1ER ETAGE 140 RUE MERLOT 34130 MAUGUIO,43.6261103755261,4.01466504762143,2014-09-01,A,01,,PME,1000
515344349,ALEXANDRE JEGAT (GAN ASSURANCES),,,4,2,56190,MUZILLAC,56,53,RESIDENCE LES ARCADES PLACE DU VIEUX COUVENT 56190 MUZILLAC,47.5546324899994,-2.48361489835269,2009-09-01,A,NN,,PME,1000
837717354,VIVAE PATRIMOINE (VIVAE PATRIMOINE),VIVAE PATRIMOINE,,2,2,75008,PARIS,75,11,66 AVENUE DES CHAMPS ELYSEES 75008 PARIS,48.871186926,2.3056623904,2018-02-03,A,NN,,PME,5710
848504668,CECILE ACIER,,,2,2,17000,LA ROCHELLE,17,75,APPT 33 33 RUE SAINT JEAN DU PEROT 17000 LA ROCHELLE,46.1561723488795,-1.15576879531814,2019-02-18,A,NN,,PME,1000
888052347,GROUPE PACIOCCO ASSURANCES,GROUPE PACIOCCO ASSURANCES,,4,2,54260,LONGUYON,54,44,20 RUE DE L'HOTEL DE VILLE 54260 LONGUYON,49.4447222068366,5.60206734828686,2020-07-23,A,01,,PME,5710
808910897,LAURA JEAN,,,5,2,82300,CAUSSADE,82,76,10 BOULEVARD LEONCE GRANIE 82300 CAUSSADE,44.162076851,1.5362430314,2014-12-23,A,01,,PME,1000
521295766,NAGICO INSURANCE COMPANY LIMITED,NAGICO INSURANCE COMPANY LIMITED,,3,2,,,,,P.O BOX 350 THE VALLEY ANGUILLA ROYAUME-UNI,,,2010-02-04,A,NN,,PME,3120
791595176,OURIA HANNI,,,2,2,97150,SAINT MARTIN,978,,211 RES ST JEAN DE BELLEVUE 97150 SAINT MARTIN,,,2013-03-18,A,NN,,PME,1000
889522744,PARALLELE ASSURANCES (PARALLELE ASSURANCES),PARALLELE ASSURANCES,,2,2,78630,ORGEVAL,78,11,1560 RTE DE QUARANTE SOUS 78630 ORGEVAL,48.930180615,1.980583464,2020-11-01,A,NN,,PME,5710
519357289,STEPHANE CLAVERIE,,,3,2,40300,PEYREHORADE,40,75,160 ROUTE DE BAYONNE 40300 PEYREHORADE,43.54767897498368,-1.1135839996661916,2010-01-01,A,02,,PME,1000
903279461,ACTIFORME ASSURANCES (TOMOOROW CAPITAL),ACTIFORME ASSURANCES,,2,2,75006,PARIS,75,11,10 RUE DE L'ODEON 75006 PARIS,48.851049751,2.3385917584,2021-09-02,A,01,,PME,5710
982197337,ARNAUD GAILLARD,,,2,2,79230,PRAHECQ,79,75,38 RUE DE NIORT 79230 PRAHECQ,46.261025575,-0.34846859,2024-01-01,A,NN,,,1000
102761590,ARNAUD LECOMTE,,,2,2,[NON-DIFFUSIBLE],NANTES,44,52,[NON-DIFFUSIBLE],[NON-DIFFUSIBLE],[NON-DIFFUSIBLE],2026-06-01,A,NN,,,1000
931186035,IN'SURE GRAND EST,IN'SURE GRAND EST,,2,2,68350,BRUNSTATT-DIDENHEIM,68,44,15 RUE JEANNE D'ARC 68350 BRUNSTATT-DIDENHEIM,47.720253022,7.3218244657,2024-07-12,A,NN,,,5499
978129203,REMI MIENS,,,2,2,34300,AGDE,34,76,RESIDENCE CAP CITY BAT D 4 RUE DE LA COURETTE 34300 AGDE,43.2854322521091,3.51575994509364,2023-07-10,A,NN,,,1000
984723429,MY FIRST ASSURANCE,MY FIRST ASSURANCE,,3,2,59300,VALENCIENNES,59,32,70 RUE DE LILLE 59300 VALENCIENNES,50.361539012182746,3.5224509806164486,2024-04-01,A,NN,,,5710
420438087,VALERIE LE COQ (MALAVAL),,,5,2,56140,MALESTROIT,56,53,2 RUE SAULNERIE 56140 MALESTROIT,47.810193,-2.382731027,1998-10-01,A,02,,PME,1000
454001546,XABI ETCHEVERRY,,,4,2,64220,SAINT-JEAN-PIED-DE-PORT,64,75,BATIMENT 2 CENTRE JARA 64220 SAINT-JEAN-PIED-DE-PORT,43.156664385,-1.236414126,2004-07-01,A,NN,,PME,1000
847555208,LBE PATRIMOINE (LBE PATRIMOINE),LBE PATRIMOINE,,4,2,75017,PARIS,75,11,85 RUE DE TOCQUEVILLE 75017 PARIS,48.8871152321877,2.30789285943997,2019-01-09,A,NN,,PME,5499
807615620,AVODA,AVODA,,6,2,75015,PARIS,75,11,200 RUE DE LA CROIX NIVERT 75015 PARIS,48.83806198799816,2.289187970911689,2014-11-03,A,01,,PME,5710
883707069,SL VENTURES,SL VENTURES,,3,2,75013,PARIS,75,11,58 RUE CORVISART 75013 PARIS,48.83063627,2.3483143337,2020-05-25,A,11,,PME,5710
814211850,EUODIA COURTAGE,EUODIA COURTAGE,,2,2,92200,NEUILLY-SUR-SEINE,92,11,131 AVENUE CHARLES DE GAULLE 92200 NEUILLY-SUR-SEINE,48.881738079,2.2668793646,2015-10-15,A,11,,PME,5710
351625645,FLORENCE SCORDIA-RHODON (RHODON),,,3,2,79500,MELLE,79,75,1 RUE DE SIMPLOT 79500 MELLE,46.221892001,-0.137211293,1989-09-04,A,02,,PME,1000
400971727,THOMAS PIGNIDE,,,3,2,48200,SAINT-CHELY-D'APCHER,48,76,54 RUE THEOPHILE ROUSSEL 48200 SAINT-CHELY-D'APCHER,44.801190901,3.2756228472,1995-03-01,A,NN,,PME,1000
402018493,AURYS GESTION PRIVEE,AURYS GESTION PRIVEE,,7,2,94130,NOGENT-SUR-MARNE,94,11,46 B BOULEVARD DE LA MARNE 94130 NOGENT-SUR-MARNE,48.829509652,2.4710776423,1995-08-03,A,01,,PME,5710
449852979,ASCOMA INTERNATIONAL,ASCOMA INTERNATIONAL,,6,2,75009,PARIS,75,11,34 RUE GODOT DE MAUROY 75009 PARIS,48.872242158,2.3274840776,2003-08-01,A,12,,PME,5710
341231587,PHILIPPE JOUHANNET,,,3,1,70100,GRAY,70,27,19 RUE MOISE LEVY 70100 GRAY,47.441313288,5.5995665535,1987-04-01,A,01,,PME,1000
341286045,LAURENT CARIOU,,,1,1,75013,PARIS,75,11,33 RUE BOBILLOT 75013 PARIS,48.829066276,2.3536751912,1986-10-13,A,NN,,PME,1000
341303089,GALLAGHER RE SAS (GALLAGHER RE),GALLAGHER RE SAS,,5,1,75017,PARIS,75,11,251 BOULEVARD PEREIRE 75017 PARIS,48.8784697660441,2.28664520536186,1987-05-14,A,12,,PME,5710
341338911,JEAN-LOUIS LECOMTE,,,3,1,91310,MONTLHERY,91,11,23 PLACE DU MARCHE 91310 MONTLHERY,48.639496324,2.2705630625,1987-02-01,A,01,,PME,1000
341367878,LA BAUME CONSEIL (LA BAUME CONSEIL) (LBC),LA BAUME CONSEIL,LBC,5,1,75007,PARIS,75,11,12 RUE PERIGNON 75007 PARIS,48.847718946,2.3090674641,1987-05-26,A,NN,,PME,5710
341387264,FREDERIC FERBU,,,1,1,59480,LA BASSEE,59,32,4 RUE DU GENERAL LECLERC 59480 LA BASSEE,50.531273932,2.8045252392,1986-05-23,A,01,,PME,1000
341434710,CLAUDE TAHAR,,,1,1,75011,PARIS,75,11,47 B BOULEVARD RICHARD LENOIR 75011 PARIS,48.85883298,2.3712664388,1987-06-01,A,NN,,PME,1000
341436541,CABINET G FLEURY M.BARATON,CABINET G FLEURY M.BARATON,,2,1,44000,NANTES,44,52,N°31 33 RUE JEANNE D'ARC 44000 NANTES,47.220499223,-1.557703763,1987-01-01,A,NN,,PME,2210
341465797,JEAN-MICHEL AUBRY,,,2,1,70310,LA LONGINE,70,27,LES GOUTTES 70310 LA LONGINE,47.896286476,6.5763055442,1987-04-01,A,NN,,PME,1000
341539815,PARIS NORD ASSURANCES SERVICES (PNAS),PARIS NORD ASSURANCES SERVICES,PNAS,2,1,92400,COURBEVOIE,92,11,TOUR CB21 16 PLACE DE L'IRIS 92400 COURBEVOIE,48.8890586600447,2.24965834595507,1987-03-09,A,12,,PME,5710
341555175,GEORGETTE BIZEUL (BOURSE),,,1,1,56130,CAMOEL,56,53,ROUTE DE PENESTIN 56130 CAMOEL,47.479953727,-2.401141185,1961-01-01,A,NN,,PME,1000
341575132,EMMANUEL ECOFFEY,,,2,1,91120,PALAISEAU,91,11,17 RUE DE PARIS 91120 PALAISEAU,48.717911926,2.2487721702,1987-05-18,A,01,,PME,1000
341610749,PASCAL LABORDERIE,,,2,1,24200,SARLAT-LA-CANEDA,24,75,RUE GAUBERT 24200 SARLAT-LA-CANEDA,44.892293644,1.2145604222,1987-04-01,A,NN,,PME,1000
341614204,NICOLE VALENTIN,,,1,1,38410,VAULNAVEYS-LE-HAUT,38,84,RES DU LOUVRE 38410 VAULNAVEYS-LE-HAUT,45.127546836,5.8224028607,1984-09-01,A,NN,,PME,1000
341760353,PIERRE HIRSPIELER,,,2,1,67114,ESCHAU,67,44,3 RUE DU TRAMWAY 67114 ESCHAU,48.483670571,7.7146050275,1987-06-01,A,NN,,PME,1000
341817955,BERNARD SATTLER,,,1,1,67310,DAHLENHEIM,67,44,36 RUE PRINCIPALE 67310 DAHLENHEIM,48.584934663,7.5068605077,1986-01-01,A,NN,,PME,1000
341869667,MANUEL GILARDET (GILARDET MANUEL),,,1,1,18200,SAINT-AMAND-MONTROND,18,24,12 ROUTE DU PONDY 18200 SAINT-AMAND-MONTROND,46.727788,2.5142302325,1987-04-01,A,NN,,PME,1000
342027323,JANINE DURAND,,,1,1,38270,JARCIEU,38,84,38270 JARCIEU,45.334586761,4.9426492952,1987-06-01,A,NN,,PME,1000
342082831,THIERRY SCHWEGLER,,,5,1,40100,DAX,40,75,RES PARC DE MANTES BAT B11 1 RUE DE GD PITON 40100 DAX,43.691849454,-1.074435388,1987-08-04,A,NN,,PME,1000
342108560,THIERRY MONNIER,,,2,1,94190,VILLENEUVE-SAINT-GEORGES,94,11,1 B RUE ROLAND GARROS 94190 VILLENEUVE-SAINT-GEORGES,48.75269699,2.4488309262,1987-08-21,A,NN,,PME,1000
342183928,ERIC ESTAUVER,,,3,1,82000,MONTAUBAN,82,76,3 RUE VOLTAIRE 82000 MONTAUBAN,44.0337766236195,1.37279856769935,1987-08-10,A,03,,PME,1000
342240942,COURTAGE DEVELOPPEMENT INTERN CDI ASSUR,COURTAGE DEVELOPPEMENT INTERN CDI ASSUR,,5,1,75016,PARIS,75,11,CHEZ ATEAC 112 AVENUE KLEBER 75016 PARIS,48.864251742,2.2878231319,1987-09-02,A,NN,,PME,5599
342243839,MONIQUE DERRIEN (VOISIN),,,1,1,56650,INZINZAC-LOCHRIST,56,53,6 RUE JOSEPH JEGOUSSE 56650 INZINZAC-LOCHRIST,47.841452874,-3.267590665,1984-01-01,A,NN,,PME,1000
342349040,JEAN-PAUL BORIE,,,5,1,15130,ARPAJON-SUR-CERE,15,84,APPT 106 29 RUE LOUIS DAUZIER 15130 ARPAJON-SUR-CERE,44.901113716,2.455388567,1987-09-01,A,NN,,PME,1000
342369345,CABINET LELLOUCHE,CABINET LELLOUCHE,,1,1,75011,PARIS,75,11,112 AVENUE DE LA REPUBLIQUE 75011 PARIS,48.863212386,2.3845797416,1987-07-01,A,00,,PME,5499
342405180,PHILIPPE BOUSSEREZ,,,2,1,75020,PARIS,75,11,2 RUE ERNEST LEFEVRE 75020 PARIS,48.868566988,2.4037545037,1987-07-01,A,NN,,PME,1000
342411253,CHARLY DEVOS,,,2,1,93240,STAINS,93,11,72 RUE DE L'AVENIR 93240 STAINS,48.9677739928467,2.38493184540495,1985-10-01,A,NN,,PME,1000
342439312,PHILIPPE MAGNE,,,1,1,36400,SAINT-CHARTIER,36,24,VILLAGE DU CHAMP GUILLAUME 36400 SAINT-CHARTIER,46.647320765,1.9951685445,1987-10-01,A,NN,,PME,1000
342439411,PASCAL SAINT-MARTIN,,,2,1,95150,TAVERNY,95,11,16 AVENUE DE LA GARE 95150 TAVERNY,49.026987914,2.2228302028,1986-11-01,A,01,,PME,1000
342547791,THIERRY PRUNEAU,,,2,1,75018,PARIS,75,11,15 RUE MONTCALM 75018 PARIS,48.892552837,2.3365397292,1987-10-01,A,NN,,PME,1000
342617180,MARIE WEBER (DUPREY),,,1,1,54840,GONDREVILLE,54,44,3 RUE DU SAINT-ESPRIT 54840 GONDREVILLE,48.691902325,5.9590143199,1986-01-01,A,NN,,PME,1000
342667532,CLAUDE DUTHEIL,,,1,1,47000,AGEN,47,75,58 BD DU PRESIDENT CARNOT 47000 AGEN,44.202819831,0.6206638368,1987-10-23,A,NN,,PME,1000
342683703,CORINNE CHASSAIN,,,3,1,83550,VIDAUBAN,83,93,48 HAM DE CHAUME 83550 VIDAUBAN,43.412089223,6.3907111629,1987-10-12,A,NN,,PME,1000
342699485,DANIEL JEANGUIOT,,,3,1,39100,DOLE,39,27,11 RUE GUSTAVE LEFRANC 39100 DOLE,47.095048311,5.4816274612,1987-10-01,A,NN,,PME,1000
328552385,CLAUDE MARECHAL (CABINET CLAUDE MARECHAL),,,2,1,01960,SAINT-ANDRE-SUR-VIEUX-JONC,01,84,18 ROUTE DU CORBET 01960 SAINT-ANDRE-SUR-VIEUX-JONC,46.1559593926048,5.14571162957354,1992-11-17,A,01,,PME,1000
328664990,BERTRAND ROUSSEL,,,4,1,35770,VERN-SUR-SEICHE,35,53,10 ALLEE DES CASSIS 35770 VERN-SUR-SEICHE,48.072225423,-1.626484402,1983-10-03,A,NN,,PME,1000
328706601,JOHN ENEE,,,1,1,06200,NICE,06,93,380 AVENUE DE FABRON 06200 NICE,43.706093392,7.2092285972,1986-01-01,A,NN,,PME,1000
328753629,PASCAL LECONTE,,,2,1,41000,BLOIS,41,24,39 AVENUE DU MARECHAL LECLERC 41000 BLOIS,47.5941069026828,1.33375386212249,1996-01-02,A,01,,PME,1000
328791801,ANNE NAL (CUTARELLA),,,1,1,13430,EYGUIERES,13,93,9 RUE RABAUD - SAINT-ETIENNE 13430 EYGUIERES,43.694620974,5.0307847375,1983-11-01,A,NN,,PME,1000
328832118,MARC MULLER,,,3,1,91390,MORSANG-SUR-ORGE,91,11,67 ROUTE DE CORBEIL 91390 MORSANG-SUR-ORGE,48.655970396,2.3388765707,1983-03-01,A,NN,,PME,1000
328855994,MARIE-LOUISE LUSCAN (PARIS),,,1,1,75017,PARIS,75,11,92 AVENUE DE VILLIERS 75017 PARIS,48.884613026,2.3010354844,1982-05-01,A,NN,,PME,1000
328905005,JACQUES VINCENT,,,3,1,86000,POITIERS,86,75,BP 425 16 B RUE LOUIS RENARD 86000 POITIERS,46.5794903377732,0.340639994671163,1983-11-14,A,NN,,PME,1000
328939103,CHRISTIAN DUTIN,,,3,1,24360,PIEGUT-PLUVIERS,24,75,BP 3 3 RUE DES ALLIES 24360 PIEGUT-PLUVIERS,45.622880213,0.6892865045,1984-01-02,A,NN,,PME,1000
328973383,SOCIETE V D,SOCIETE V D,,3,1,75001,PARIS,75,11,23 RUE DU ROULE 75001 PARIS,48.861089437,2.343857892,1984-01-20,A,NN,,PME,5499
329030753,HUBERT SILVESTRE,,,2,1,26110,NYONS,26,84,41 RUE DES DEPORTES 26110 NYONS,44.360580889,5.1436407762,1971-01-01,A,NN,,PME,1000
329039341,PATRICK BARRANGER (MANDATAIRE D'ASSURANCE),,,2,1,47170,MEZIN,47,75,8 RUE GAMBETTA 47170 MEZIN,44.0560114483887,0.258444513413769,1984-01-09,A,NN,,,1000
329078521,DOMINIQUE GIROD (ZAVA),,,1,1,32810,CASTIN,32,76,LE BRANET 32810 CASTIN,43.702729777,0.5158549992,1984-03-01,A,NN,,PME,1000
329188197,TESA ASSURANCES,TESA ASSURANCES,,1,1,75008,PARIS,75,11,11 RUE BERNOULLI 75008 PARIS,48.880592915,2.3199148217,1984-02-01,A,02,,PME,5499
329310676,SARFATI GERARD ET PIERRE,SARFATI GERARD ET PIERRE,,3,1,75009,PARIS,75,11,106 RUE D'AMSTERDAM 75009 PARIS,48.883063517,2.3273566016,1982-01-01,A,NN,,PME,2210
329321426,GEORGES VAN MALDEREN,,,2,1,21000,DIJON,21,27,33 RUE PASTEUR 21000 DIJON,47.3176818,5.0426541144,1984-02-01,A,NN,,PME,1000
329362420,DEFI ARTOIS,DEFI ARTOIS,,3,1,62280,SAINT-MARTIN-BOULOGNE,62,32,ZONE ACTIVITE DE L'INQUETERIE RUE PIERRE MARTIN 62280 SAINT-MARTIN-BOULOGNE,50.727701914,1.6720948145,1984-02-13,A,02,,PME,5499
329469175,JEAN-LUC MAURY,,,1,1,72120,SAINT-CALAIS,72,52,1 RUE DU GUICHET 72120 SAINT-CALAIS,47.921685854,0.7440767073,1984-02-15,A,NN,,PME,1000
329512545,GHISLAIN FAUVEAUX,,,1,1,59570,BAVAY,59,32,31 RUE DE MAUBEUGE 59570 BAVAY,50.2978202312927,3.80628630411814,1983-01-01,A,NN,,PME,1000
329617351,MICHEL TEMPEL,,,2,1,67870,BISCHOFFSHEIM,67,44,12 RUE PRINCIPALE 67870 BISCHOFFSHEIM,48.4880016028846,7.49516037034445,1900-01-01,A,NN,,PME,1000
329712715,FIMO COURTAGE,FIMO COURTAGE,,2,1,75007,PARIS,75,11,46 BOULEVARD DE LA TOUR-MAUBOURG 75007 PARIS,48.859256669,2.3097134516,1984-04-24,A,NN,,GE,5499
329716906,GEORGES FROIDEFOND,,,1,1,19600,SAINT-PANTALEON-DE-LARCHE,19,75,LD LE THERME DE VERMEIL 19600 SAINT-PANTALEON-DE-LARCHE,45.136006388,1.4307195488,1984-04-02,A,NN,,PME,1000
329730477,JEAN BRUNET,,,1,1,59760,GRANDE-SYNTHE,59,32,49 AVENUE DE L'ANCIEN VILLAGE 59760 GRANDE-SYNTHE,51.0115176,2.2972053344,1977-05-09,A,NN,,PME,1000
329741995,PAMELA SAMSON,,,2,1,97139,LES ABYMES,971,01,20 RESIDENCE LES OEILLETS BOISRIPEAUX 97139 LES ABYMES,16.27805088,-61.50626107,1984-03-01,A,NN,,PME,1000
329817316,RUN SERVICES,RUN SERVICES,,5,1,92000,NANTERRE,92,11,IMMEUBLE DELTA CS 3 BOULEVARD DES BOUVETS 92000 NANTERRE,48.8978525749075,2.22124163301213,1983-12-21,A,21,,GE,5710
329967616,FREDY AMIGA,,,2,1,95200,SARCELLES,95,11,14 RUE LOUIS LEBRUN 95200 SARCELLES,48.9793550150284,2.37475840438283,1984-04-10,A,NN,,PME,1000
330072356,BERNARD LEROUGE,,,2,1,59350,SAINT-ANDRE-LEZ-LILLE,59,32,LA ROSERAIE 50 AVENUE DU MARECHAL DE LATTRE DE TASSIGNY 59350 SAINT-ANDRE-LEZ-LILLE,50.655894355,3.0422643503,1974-01-01,A,NN,,PME,1000
330090234,FREDDY HEINRICH,,,1,1,67350,NIEDERMODERN,67,44,75 GRAND-RUE 67350 NIEDERMODERN,48.845622833,7.6297573837,1981-01-01,A,NN,,PME,1000
330122623,ANNIE CAILLIBAUD (BLANCHOT),,,2,1,33200,BORDEAUX,33,75,54 RUE CHARPENTIER 33200 BORDEAUX,44.840470096,-0.604133198,1984-05-02,A,NN,,PME,1000
330140120,STEPHANE CAMPO,,,2,1,38100,GRENOBLE,38,84,2 RUE AUGUSTE RAVIER 38100 GRENOBLE,45.183131256,5.7379999998,1984-06-06,A,01,,PME,1000
330145269,JEAN COMBET,,,2,1,68350,BRUNSTATT-DIDENHEIM,68,44,201 AV D ALTKIRCH 68350 BRUNSTATT-DIDENHEIM,47.727741572,7.3227722933,1991-01-01,A,NN,,PME,1000
330180548,BEATRICE AUBERT (RUETTE),,,2,1,26300,CHATEAUNEUF-SUR-ISERE,26,84,8 RUE DE LA MATINIERE 26300 CHATEAUNEUF-SUR-ISERE,45.007468738,4.9306947451,1984-07-02,A,NN,,PME,1000
330186396,DANIEL CELESTE,,,2,1,97122,BAIE-MAHAULT,971,01,LOT BELLEVUE 1 LD CONVENANCE 97122 BAIE-MAHAULT,16.239590574,-61.59879361,1984-09-01,A,NN,,PME,1000
330187584,CABINET FABRE ET DENOMBEL,CABINET FABRE ET DENOMBEL,,3,1,33520,BRUGES,33,75,11 RUE THEODORE BLANC 33520 BRUGES,44.8746619238387,-0.577415927587009,1984-01-01,A,03,,PME,2900
330219171,DIDIER BESANCENOT,,,2,1,84100,ORANGE,84,93,105 RUE DU ROUSSILLON 84100 ORANGE,44.132920732,4.7995510596,1984-06-01,A,NN,,PME,1000
330240102,ALEX DE CLOUET,,,1,1,92400,COURBEVOIE,92,11,71 RUE DU 22 SEPTEMBRE 92400 COURBEVOIE,48.905970892,2.2743862382,1983-01-01,A,NN,,PME,1000
330258724,PHILIPPE BATTISTUTA,,,3,1,33260,LA TESTE-DE-BUCH,33,75,12 PLACE JEAN HAMEAU 33260 LA TESTE-DE-BUCH,44.632394789,-1.145372155,1983-05-01,A,NN,,PME,1000
351930318,JEAN DESCOUBES,,,2,1,81100,CASTRES,81,76,COMBE ROUSSIE 81100 CASTRES,43.583985029,2.3049935845,1989-02-26,A,NN,,PME,1000
351961008,THIERRY CURT,,,3,1,34000,MONTPELLIER,34,76,140 ALLEE DU NOUVEAU MONDE 34000 MONTPELLIER,43.6065833465783,3.88830426934381,1989-10-01,A,NN,,PME,1000
351989686,ANTOINE CAUZARD,,,2,1,92340,BOURG-LA-REINE,92,11,33 AVENUE DU PETIT CHAMBORD 92340 BOURG-LA-REINE,48.774965399,2.3187847455,1988-07-01,A,NN,,PME,1000
352042915,CABINET J.B. VIVIES,CABINET J.B. VIVIES,,2,1,75014,PARIS,75,11,17 RUE EMILE DUBOIS 75014 PARIS,48.831820944,2.3360866403,1989-10-03,A,NN,,PME,5710
352062285,AGENCE XAVIER ORAIN ET ASSOCIES,AGENCE XAVIER ORAIN ET ASSOCIES,,3,1,35000,RENNES,35,53,19 B RUE DE CHATILLON 35000 RENNES,48.1025809889278,-1.67285825733665,1987-01-01,A,03,,PME,2310
352123640,YVES FRANCES,,,2,1,88000,EPINAL,88,44,4 AVENUE DU GENERAL DE GAULLE 88000 EPINAL,48.1763724684873,6.44280987297514,1989-10-01,A,NN,,PME,1000
352145395,NADINE CARMANTRAND (BANIEL),,,3,1,16170,ROUILLAC,16,75,342 RUE DES FERRIERES 16170 ROUILLAC,45.82730201,-0.021189001,1989-07-01,A,NN,,PME,1000
352169254,YAN'N BENARD,,,1,1,89270,VERMENTON,89,27,70 RUE DU GENERAL DE GAULLE 89270 VERMENTON,47.662586136,3.7354394347,1989-03-01,A,NN,,PME,1000
352189393,CLC ASSURANCES (CLC),CLC ASSURANCES,CLC,2,1,51100,REIMS,51,44,1 RUE RENE FRANCART 51100 REIMS,49.2411206415048,4.07625857935591,1989-09-18,A,03,,PME,5499
352189880,SARL CAILLOL ASSURANCES,SARL CAILLOL ASSURANCES,,1,1,13400,AUBAGNE,13,93,5 AVENUE JEANNE D'ARC 13400 AUBAGNE,43.294877027,5.5668893665,1989-07-01,A,02,,PME,5499
352203954,ASSOCIATION GESTION ASSURANCE CREDIT,ASSOCIATION GESTION ASSURANCE CREDIT,,1,1,75008,PARIS,75,11,4 RUE QUENTIN-BAUCHART 75008 PARIS,48.868817593,2.299441116,1989-03-15,A,NN,,,9220
352294896,SOCIETE FRANCAISE DE VENTE (SFVA),SOCIETE FRANCAISE DE VENTE,SFVA,3,1,75016,PARIS,75,11,111 AVENUE VICTOR HUGO 75016 PARIS,48.8685011235481,2.28290521010582,1989-10-01,A,NN,,PME,5499
352307136,JACQUELINE DAHOME,,,1,1,97100,BASSE-TERRE,971,01,5 RUE PEYNIER 97100 BASSE-TERRE,15.996965771,-61.73052673,1989-09-12,A,NN,,PME,1000
352318414,DAOUDA KONE (JDG),,,3,1,06000,NICE,06,93,2 AVENUE DES FLEURS 06000 NICE,43.697707861,7.2558202828,1989-12-01,A,NN,,PME,1000
352338735,VINCENT CHENOT,,,1,1,08260,FLAIGNES-HAVYS,08,44,MAIRIE DE FLAIGNES HAVYS SECRETAIRE CDIA 08260 FLAIGNES-HAVYS,49.818515741,4.4031851902,1987-12-01,A,NN,,PME,1000
352345771,SCAF,SCAF,,3,1,75015,PARIS,75,11,ABC LIV 366 RUE DE VAUGIRARD 75015 PARIS,48.8346669393942,2.29117277909891,1989-10-05,A,NN,,PME,5499
352360994,ASUR-TECH,ASUR-TECH,,5,1,44000,NANTES,44,52,4 RUE LOUIS MEKARSKI 44000 NANTES,47.223249499,-1.529424672,1989-11-01,A,02,,PME,5710
352452023,EURO FINANCE CONSULTANTS,EURO FINANCE CONSULTANTS,,1,1,75001,PARIS,75,11,7 BOULEVARD DE SEBASTOPOL 75001 PARIS,48.858400099,2.3479193639,1989-11-01,A,NN,,PME,5499
352492037,JEAN-MARC GRIESHABER,,,1,1,57050,PLAPPEVILLE,57,44,2 RUE DES PLANTES 57050 PLAPPEVILLE,49.13192597,6.1267562362,1985-01-01,A,NN,,PME,1000
352528335,CAMUS ERIC ET PHILIPPE,CAMUS ERIC ET PHILIPPE,,2,1,02200,SOISSONS,02,32,4 RUE DE JAULZY 02200 SOISSONS,49.3812812563735,3.32517745033941,1988-01-07,A,NN,,PME,2310
352613657,JEAN-MARIE ANDRETTO,,,1,1,08150,RIMOGNE,08,44,RUE DU GARD 08150 RIMOGNE,49.838572547,4.5287748337,1985-01-01,A,NN,,PME,1000
352654875,MARIE CHARLET,,,2,1,59233,MAING,59,32,28 HAMEAU DE FONTENELLE 59233 MAING,50.321081253,3.5026962761,1989-12-11,A,NN,,PME,1000
352699367,MICHEL SANZ (M S ASSURANCES),,,5,1,34000,MONTPELLIER,34,76,253 RUE HIPPOLYTE FIZEAU 34000 MONTPELLIER,43.6150069521677,3.91312809891595,1989-08-01,A,NN,,PME,1000
352701924,MARIE-PIERRE SILVESTRI (DIDEROT),,,2,1,64800,IGON,64,75,1 RUE DE L’ERMITAGE 64800 IGON,43.159767044,-0.237837108,1989-11-07,A,NN,,PME,1000
352776819,PASCAL DURAND,,,3,1,78290,CROISSY-SUR-SEINE,78,11,5 RUE DES PONTS 78290 CROISSY-SUR-SEINE,48.8779715933068,2.14276934403357,1990-01-01,A,NN,,PME,1000
352794648,CABINET DIMONT DEBRUILLE,CABINET DIMONT DEBRUILLE,,1,1,59800,LILLE,59,32,1 RUE DE LA RAPINE 59800 LILLE,50.641225973,3.0655944086,1989-04-01,A,NN,,PME,2310
352797666,MICHEL JOUVENOZ,,,4,1,74270,CHILLY,74,84,30 CHEMIN DES CHATAIGNIERS 74270 CHILLY,45.996828144,5.9305260435,1989-12-01,A,NN,,PME,1000
352843338,TUTOR SAS SOCIETE DE COURTAGE D'ASSURANCES,TUTOR SAS SOCIETE DE COURTAGE D'ASSURANCES,,5,1,92110,CLICHY,92,11,92-98 92 BOULEVARD VICTOR HUGO 92110 CLICHY,48.9009152889045,2.31791078658945,1990-01-01,A,03,,PME,5710
352873871,DELIN URBANIACK,DELIN URBANIACK,,1,1,92800,PUTEAUX,92,11,21 RUE CHANTE-COQ 92800 PUTEAUX,48.883641655,2.2370036738,1989-07-01,A,NN,,PME,2210
352937247,FINASSURANCE,FINASSURANCE,,1,1,59700,MARCQ-EN-BARŒUL,59,32,69 AVENUE DE FLANDRE 59700 MARCQ-EN-BARŒUL,50.666224496,3.1113466437,1989-12-20,A,02,,GE,5202
